title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Soul Reaver 2    ,PS2,Eidos Interactive  ,Crystal Dynamics  ,0.55m,0.27m,0.21m,N/A,0.07m,31st Oct 01  
Sakura Wars    ,SAT,Sega  ,Overworks  ,0.55m,N/A,N/A,0.55m,N/A,27th Sep 96  
Batman: Vengeance    ,PS2,Ubisoft  ,Ubisoft Montreal  ,0.55m,0.27m,0.21m,N/A,0.07m,15th Oct 01  
Hotel Dusk: Room 215    ,DS,Nintendo  ,Cing  ,0.54m,0.26m,0.04m,0.22m,0.03m,22nd Jan 07  
Monster High: Ghoul Spirit    ,Wii,THQ  ,THQ  ,0.54m,0.42m,0.08m,N/A,0.04m,25th Oct 11  
The Hobbit    ,PS2,Sierra Entertainment  ,Midway Studios - Austin  ,0.54m,0.26m,0.20m,N/A,0.07m,11th Nov 03  
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare    ",SAT,Sega  ,Sega  ,0.53m,N/A,N/A,0.53m,0.00m,04th Apr 98  
Clock Tower    ,PS,ASCII Entertainment  ,Human Entertainment  ,0.53m,0.07m,0.05m,0.38m,0.03m,30th Sep 97  
Legacy of Kain: Defiance    ,PS2,Eidos Interactive  ,Crystal Dynamics  ,0.53m,0.26m,0.20m,N/A,0.07m,11th Nov 03  
Phoenix Wright: Ace Attorney - Justice for All    ,DS,Capcom  ,Capcom  ,0.53m,0.21m,0.04m,0.26m,0.03m,16th Jan 07  
The Grinch    ,PS,Konami  ,Artificial Mind and Movement  ,0.52m,0.29m,0.20m,N/A,0.03m,01st Jan 00  
The Golden Compass    ,PS2,Sega  ,Shiny Entertainment  ,0.52m,0.13m,0.00m,N/A,0.39m,04th Dec 07  
Alien: Isolation    ,XOne,Sega  ,Creative Assembly  ,0.52m,0.23m,0.25m,N/A,0.04m,07th Oct 14  
That's So Raven 2: Supernatural Style    ,GBA,Buena Vista  ,A2M  ,0.52m,0.37m,0.14m,N/A,0.01m,21st Aug 05  
Harry Potter and the Prisoner of Azkaban    ,GBA,Electronic Arts  ,Griptonite Games  ,0.52m,0.37m,0.14m,N/A,0.01m,25th May 04  
Alice in Wonderland    ,Wii,Disney Interactive Studios  ,Etranges Libellules  ,0.51m,0.25m,0.21m,N/A,0.05m,02nd Mar 10  
Silent Hill 4: The Room    ,PS2,Konami  ,KCET  ,0.51m,0.25m,0.19m,N/A,0.06m,07th Sep 04  
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage    ,DS,Activision  ,Black Lantern Studios  ,0.51m,0.12m,0.33m,N/A,0.06m,03rd Nov 09  
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies    ,GBA,THQ  ,Tantalus Interactive  ,0.50m,0.36m,0.13m,N/A,0.01m,13th Sep 04  
Rooms: The Main Building    ,DS,Hudson Soft  ,HandMade Game  ,0.50m,0.10m,0.35m,0.01m,0.05m,23rd Mar 10  
Avatar: The Last Airbender    ,GC,THQ  ,AWE Games  ,0.50m,0.39m,0.10m,N/A,0.01m,10th Oct 06  
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies    ,PS2,THQ  ,THQ  ,0.50m,0.24m,0.19m,N/A,0.06m,13th Sep 04  
Alice: Madness Returns    ,X360,Electronic Arts  ,Spicy Horse  ,0.50m,0.27m,0.15m,0.04m,0.04m,14th Jun 11  
Scarface: The World is Yours    ,XB,Sierra Entertainment  ,Radical Entertainment  ,0.49m,0.37m,0.11m,N/A,0.02m,08th Oct 06  
Alone in the Dark    ,X360,Atari  ,Eden Studios  ,0.49m,0.14m,0.30m,0.00m,0.05m,23rd Jun 08  
Ultimate I Spy    ,Wii,Scholastic Inc.  ,Scholastic Interactive  ,0.48m,0.45m,0.00m,N/A,0.03m,29th Oct 08  
The Legend of the Mystical Ninja    ,SNES,Konami  ,Konami  ,0.48m,N/A,N/A,0.48m,N/A,01st Feb 92  
Destroy All Humans! 2    ,PS2,THQ  ,Pandemic Studios  ,0.48m,0.40m,0.02m,N/A,0.07m,17th Oct 06  
The Walking Dead: A Telltale Games Series    ,PS4,Telltale Games  ,Telltale Games  ,0.48m,0.12m,0.26m,0.03m,0.07m,14th Oct 14  
Alice in Wonderland    ,DS,Disney Interactive Studios  ,Etranges Libellules  ,0.48m,0.25m,0.18m,N/A,0.05m,02nd Mar 10  
Up    ,PS2,THQ  ,THQ  ,0.48m,0.19m,0.05m,N/A,0.24m,26th May 09  
Luigi's Mansion    ,3DS,Nintendo  ,GREZZO  ,0.47m,0.19m,0.16m,0.09m,0.03m,12th Oct 18  
ICO    ,PS2,Sony Computer Entertainment  ,Team ICO  ,0.47m,0.23m,0.18m,N/A,0.06m,24th Sep 01  
Silent Hill: Downpour    ,PS3,Konami  ,Konami  ,0.47m,0.21m,0.16m,0.04m,0.06m,13th Mar 12  
Jake Power: Fireman    ,DS,Ubisoft  ,Magic Pockets  ,0.47m,0.08m,0.34m,N/A,0.05m,10th Feb 09  
Silent Hill: Shattered Memories    ,Wii,Konami  ,Climax Group  ,0.47m,0.22m,0.19m,0.01m,0.05m,08th Dec 09  
Detective Pikachu    ,3DS,Nintendo  ,Creatures Inc.  ,0.47m,0.15m,0.17m,0.12m,0.03m,23rd Mar 18  
Pirates of the Caribbean: Dead Man's Chest    ,GBA,Buena Vista  ,Amaze Entertainment  ,0.47m,0.33m,0.12m,N/A,0.01m,27th Jun 06  
Metal Gear Solid: The Essential Collection    ,PS2,Konami  ,Konami Computer Entertainment Japan  ,0.46m,0.23m,0.18m,N/A,0.06m,18th Mar 08  
Harry Potter and the Order of the Phoenix    ,Wii,Electronic Arts  ,EA UK  ,0.46m,0.38m,0.05m,N/A,0.04m,25th Jun 07  
Destroy All Humans!    ,XB,THQ  ,Pandemic Studios  ,0.46m,0.34m,0.11m,N/A,0.02m,21st Jun 05  
Minecraft: Story Mode - The Complete Adventure    ,NS,Telltale Games  ,Telltale Games  ,0.46m,0.27m,0.15m,N/A,0.04m,22nd Aug 17  
The Golden Compass    ,X360,Sega  ,Shiny Entertainment  ,0.46m,0.30m,0.12m,N/A,0.04m,04th Dec 07  
Tomb Raider: Underworld    ,Wii,Eidos Interactive  ,Crystal Dynamics  ,0.45m,0.13m,0.27m,N/A,0.05m,18th Nov 08  
iCarly    ,Wii,Activision  ,Blitz Games  ,0.45m,0.42m,0.00m,N/A,0.03m,27th Oct 09  
American Girl: Kit Mystery Challenge!    ,DS,THQ  ,"Webfoot Technologies, Inc.  ",0.45m,0.42m,N/A,N/A,0.03m,23rd Jun 08  
Barbie as The Island Princess    ,Wii,Activision  ,Human Soft / Ivolgamus  ,0.45m,0.42m,0.00m,N/A,0.03m,30th Oct 07  
L.A. Noire    ,NS,Rockstar Games  ,Team Bondi  ,0.45m,0.21m,0.21m,N/A,0.04m,14th Nov 17  
Yakuza Kiwami    ,PS4,Sega  ,Sega  ,0.45m,0.13m,0.07m,0.21m,0.04m,29th Aug 17  
Sphinx and the Cursed Mummy    ,PS2,THQ  ,Eurocom Entertainment Software  ,0.45m,0.22m,0.17m,N/A,0.06m,10th Nov 03  
Scooby-Doo! Mystery Mayhem    ,PS2,THQ  ,Artificial Mind and Movement  ,0.45m,0.22m,0.17m,N/A,0.06m,02nd Mar 04  
The Thing    ,PS2,VU Games  ,Computer Artworks  ,0.44m,0.22m,0.17m,N/A,0.06m,19th Aug 02  
Dragon Quest Heroes: Rocket Slime    ,DS,Square Enix  ,TOSE Software  ,0.44m,0.13m,N/A,0.31m,0.01m,19th Sep 06  
Eternal Darkness: Sanity's Requiem    ,GC,Nintendo  ,Silicon Knights  ,0.44m,0.34m,0.09m,N/A,0.01m,24th Jun 02  
Neon Genesis Evangelion    ,SAT,Sega  ,Gainax  ,0.44m,N/A,N/A,0.44m,N/A,01st Mar 96  
SpongeBob's Atlantis SquarePantis    ,PS2,THQ  ,Blitz Games  ,0.44m,0.36m,0.01m,N/A,0.06m,23rd Oct 07  
Classic NES Series: Metroid    ,GBA,Nintendo  ,Nintendo  ,0.43m,0.26m,0.10m,0.07m,0.01m,25th Oct 04  
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe    ",PS2,Buena Vista  ,Traveller's Tales  ,0.43m,0.36m,0.01m,N/A,0.06m,14th Nov 05  
OkamiDen    ,DS,Capcom  ,Capcom  ,0.43m,0.21m,0.07m,0.13m,0.02m,15th Mar 11  
Dog's Life     ,PS2,Hip Interactive  ,Frontier Developments  ,0.42m,0.21m,0.16m,N/A,0.05m,14th Sep 04  
The X Files    ,PS,Fox Interactive  ,HyperBole Studios  ,0.42m,0.24m,0.16m,N/A,0.03m,30th Sep 99  
Harry Potter and the Goblet of Fire    ,GC,Electronic Arts  ,Electronic Arts  ,0.42m,0.32m,0.08m,N/A,0.01m,08th Nov 05  
Zack & Wiki: Quest for Barbaros' Treasure    ,Wii,Capcom  ,Capcom  ,0.42m,0.18m,0.16m,0.03m,0.04m,23rd Oct 07  
Mega Man Legends 2    ,PS,Capcom  ,Capcom  ,0.42m,0.17m,0.12m,0.10m,0.03m,24th Oct 00  
The Smurfs    ,DS,Ubisoft  ,Ubisoft  ,0.41m,0.23m,0.14m,N/A,0.04m,19th Jul 11  
Dexter's Laboratory Deesaster Strikes    ,GBA,BAM! Entertainment  ,Virtucraft  ,0.41m,0.30m,0.11m,N/A,0.01m,26th Sep 01  
Scooby-Doo and the Cyber Chase    ,GBA,THQ  ,Software Creations  ,0.41m,0.30m,0.11m,N/A,0.01m,31st Dec 01  
Marvel Super Hero Squad    ,DS,THQ  ,Halfbrick Studios  ,0.41m,0.36m,0.02m,N/A,0.03m,20th Oct 09  
E0: Enemy Zero    ,SAT,Sega  ,Warp  ,0.41m,N/A,N/A,0.41m,0.00m,31st Oct 97  
JumpStart: Escape from Adventure Island    ,Wii,Knowledge Adventure  ,Knowledge Adventure Inc.  ,0.41m,0.38m,N/A,N/A,0.03m,17th Nov 09  
Nicktoons: Unite!    ,PS2,THQ  ,Blue Tongue  ,0.41m,0.34m,0.01m,N/A,0.06m,26th Oct 05  
Boku no Natsuyasumi 2: Umi no Bouken Hen    ,PS2,Sony Computer Entertainment  ,Millennium Kitchen  ,0.41m,N/A,N/A,0.41m,N/A,11th Jul 02  
James Patterson Women's Murder Club: Games of Passion    ,DS,THQ  ,Griptonite Games  ,0.41m,0.15m,0.22m,N/A,0.05m,22nd Sep 09  
Up    ,PSP,THQ  ,THQ  ,0.41m,0.24m,0.09m,N/A,0.07m,26th May 09  
Overlord    ,X360,Codemasters  ,Triumph Studios  ,0.40m,0.34m,0.03m,0.01m,0.03m,26th Jun 07  
The Chronicles of Narnia: Prince Caspian    ,PS2,Disney Interactive Studios  ,Traveller's Tales  ,0.40m,0.20m,0.15m,N/A,0.05m,15th May 08  
Boku no Natsuyasumi    ,PS,Sony Computer Entertainment  ,Millennium Kitchen  ,0.40m,N/A,N/A,0.37m,0.03m,22nd Jun 00  
Sherlock Holmes: The Mystery of the Mummy    ,DS,Focus Home Interactive  ,Frogwares  ,0.40m,0.06m,0.30m,N/A,0.04m,14th Jul 09  
Final Fantasy Crystal Chronicles: The Crystal Bearers    ,Wii,Square Enix  ,Square Enix  ,0.39m,0.21m,0.08m,0.08m,0.03m,26th Dec 09  
Chibi-Robo! Plug into Adventure!    ,GC,Nintendo  ,skip Ltd.  ,0.39m,0.23m,0.06m,0.09m,0.01m,06th Feb 06  
SpongeBob vs The Big One: Beach Party Cook Off    ,DS,THQ  ,THQ  ,0.39m,0.24m,0.11m,N/A,0.04m,03rd Mar 09  
Ghost Trick: Phantom Detective    ,DS,Capcom  ,Capcom  ,0.38m,0.17m,0.08m,0.12m,0.02m,11th Jan 11  
Final Fantasy Adventure    ,GB,Square  ,Square  ,0.38m,N/A,N/A,0.38m,N/A,01st Nov 91  
MediEvil II    ,PS,Sony Computer Entertainment  ,SCEE  ,0.38m,0.21m,0.14m,N/A,0.02m,30th Apr 00  
Pokémon Channel    ,GC,Nintendo  ,Ambrella  ,0.38m,0.24m,0.06m,0.07m,0.01m,01st Dec 03  
The Dog Island    ,Wii,Ubisoft  ,Yuke's Media Creations  ,0.38m,0.34m,0.01m,N/A,0.03m,06th May 08  
Harry Potter and the Prisoner of Azkaban    ,GC,Electronic Arts  ,Electronic Arts  ,0.38m,0.29m,0.08m,N/A,0.01m,02nd Jun 04  
The Golden Compass    ,PSP,Sega  ,Shiny Entertainment  ,0.37m,0.11m,0.16m,N/A,0.10m,04th Dec 07  
Petz Rescue: Ocean Patrol    ,DS,Ubisoft  ,Magic Pockets  ,0.37m,0.35m,N/A,N/A,0.03m,28th Oct 08  
Life is Strange    ,PS4,Square Enix  ,DONTNOD Entertainment  ,0.37m,0.11m,0.16m,0.05m,0.05m,19th Jan 16  
Yarudora Series Vol.1: Double Cast    ,PS,Sony Computer Entertainment  ,Sugar & Rockets  ,0.37m,N/A,N/A,0.35m,0.02m,25th Jun 98  
Overlord: Dark Legend    ,Wii,Codemasters  ,Climax Group  ,0.37m,0.11m,0.22m,N/A,0.04m,23rd Jun 09  
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan    ,GBA,Square Enix  ,TOSE Software  ,0.37m,N/A,N/A,0.36m,0.01m,14th Nov 03  
Harry Potter and the Order of the Phoenix    ,PSP,Electronic Arts  ,EA UK  ,0.37m,0.10m,0.17m,N/A,0.10m,25th Jun 07  
Rise of the Tomb Raider    ,X360,Square Enix  ,Crystal Dynamics  ,0.37m,0.21m,0.12m,N/A,0.03m,10th Nov 15  
"999: Nine Hours, Nine Persons, Nine Doors    ",DS,Aksys Games  ,Spike  ,0.37m,0.31m,N/A,0.03m,0.02m,16th Nov 10  
Bionic Commando    ,PS3,Capcom  ,GRIN  ,0.36m,0.12m,0.17m,0.01m,0.06m,19th May 09  
Nonomura Byoin no Hitobito    ,SAT,Elf  ,Elf  ,0.36m,N/A,N/A,0.36m,0.00m,26th Apr 96  
Kamaitachi no Yoru 2    ,PS2,ChunSoft  ,ChunSoft  ,0.36m,N/A,N/A,0.36m,N/A,18th Jul 02  
Robots    ,PS2,VU Games  ,Eurocom Entertainment Software  ,0.36m,0.18m,0.14m,N/A,0.05m,24th Feb 05  
Marvel Super Hero Squad    ,Wii,THQ  ,Blue Tongue  ,0.36m,0.30m,0.03m,N/A,0.03m,20th Oct 09  
The Chronicles of Narnia: Prince Caspian    ,Wii,Disney Interactive Studios  ,Traveller's Tales  ,0.36m,0.31m,0.02m,N/A,0.03m,15th May 08  
Yakuza Kenzan!    ,PS3,Sega  ,Sega  ,0.36m,N/A,N/A,0.36m,N/A,07th Mar 08  
Harry Potter and the Chamber of Secrets    ,XB,Electronic Arts  ,Eurocom Entertainment Software  ,0.36m,0.27m,0.08m,N/A,0.01m,14th Nov 02  
Wonder Pets! Save the Animals!    ,DS,2K Play  ,Black Lantern Studios  ,0.36m,0.33m,0.00m,N/A,0.02m,27th Oct 08  
Nicktoons: Unite!    ,GC,THQ  ,Blue Tongue  ,0.35m,0.27m,0.07m,N/A,0.01m,27th Oct 05  
CSI: Deadly Intent - The Hidden Cases    ,DS,Ubisoft  ,Other Ocean Interactive  ,0.35m,0.16m,0.16m,N/A,0.04m,27th Oct 09  
Hannah Montana: The Movie    ,Wii,Disney Interactive Studios  ,n-Space  ,0.35m,0.13m,0.18m,N/A,0.04m,07th Apr 09  
Charlie and the Chocolate Factory    ,PS2,Global Star Software  ,High Voltage Software  ,0.35m,0.17m,0.13m,N/A,0.04m,11th Jul 05  
Danganronpa: Trigger Happy Havoc    ,PSV,NIS America  ,Spike Chunsoft  ,0.34m,0.09m,0.06m,0.15m,0.05m,11th Feb 14  
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge    ,PS2,Buena Vista  ,Capcom  ,0.34m,0.17m,0.13m,N/A,0.04m,10th Oct 05  
Leisure Suit Larry: Magna Cum Laude    ,PS2,VU Games  ,High Voltage Software  ,0.34m,0.17m,0.13m,N/A,0.04m,05th Oct 04  
Kameo: Elements of Power    ,X360,Microsoft Game Studios  ,Rare Ltd.  ,0.34m,0.28m,0.03m,0.00m,0.03m,07th Nov 05  
Beyond Good & Evil    ,PS2,Ubisoft  ,Ubisoft Montpellier  ,0.33m,0.16m,0.13m,N/A,0.04m,11th Nov 03  
Mystery Case Files: The Malgrave Incident    ,Wii,Nintendo  ,Big Fish Games  ,0.33m,0.17m,0.13m,N/A,0.03m,27th Jun 11  
Avatar: The Last Airbender    ,DS,THQ  ,AWE Games  ,0.33m,0.30m,0.01m,N/A,0.02m,10th Oct 06  
Alien: Isolation    ,PS3,Sega  ,Creative Assembly  ,0.33m,0.12m,0.16m,N/A,0.05m,07th Oct 14  
Scooby-Doo! First Frights    ,PS2,Warner Bros. Interactive  ,Torus Games  ,0.33m,0.14m,0.03m,N/A,0.16m,22nd Sep 09  
Clock Tower 3    ,PS2,Capcom  ,SunSoft  ,0.33m,0.10m,0.08m,0.12m,0.03m,18th Mar 03  
The Adventures of Tintin: The Game    ,Wii,Ubisoft  ,Ubisoft  ,0.33m,0.12m,0.16m,N/A,0.04m,06th Dec 11  
Sakura Wars 3: Paris wa Moeteiru ka    ,DC,Sega  ,Overworks  ,0.33m,N/A,N/A,0.33m,0.00m,22nd Mar 01  
Disney Fairies: Tinker Bell and the Great Fairy Rescue    ,DS,Disney Interactive Studios  ,Hyde  ,0.33m,0.17m,0.12m,N/A,0.03m,21st Sep 10  
Silent Hill: Downpour    ,X360,Konami  ,Konami  ,0.32m,0.22m,0.08m,N/A,0.03m,13th Mar 12  
Prince of Persia: The Sands of Time    ,GC,Ubisoft  ,Ubisoft Montreal  ,0.32m,0.25m,0.06m,N/A,0.01m,18th Nov 03  
"Ed, Edd n Eddy: Jawbreakers!    ",GBA,BAM! Entertainment  ,Crawfish Interactive - Climax  ,0.32m,0.23m,0.08m,N/A,0.01m,15th Sep 02  
Riven: The Sequel to Myst    ,PS,Acclaim Entertainment  ,SunSoft  ,0.32m,0.18m,0.12m,N/A,0.02m,30th Nov 97  
Goosebumps HorrorLand    ,DS,Scholastic Inc.  ,Gusto Games  ,0.32m,0.29m,0.00m,N/A,0.02m,04th Nov 08  
"Monsters, Inc.    ",PS2,Sony Computer Entertainment  ,Artificial Mind and Movement  ,0.32m,0.15m,0.12m,N/A,0.04m,19th Mar 02  
Shenmue II    ,XB,Microsoft  ,Sega-AM2  ,0.32m,0.22m,0.08m,N/A,0.01m,28th Oct 02  
Alone in the Dark: One-Eyed Jack's Revenge    ,PS,Kokopeli Digital Studios  ,I*Motion  ,0.31m,0.17m,0.12m,N/A,0.02m,01st Aug 96  
Barbie as The Island Princess    ,DS,Activision  ,Human Soft / Ivolgamus  ,0.31m,0.28m,0.01m,N/A,0.02m,30th Oct 07  
Happy Feet    ,DS,Midway Games  ,Artificial Mind and Movement  ,0.31m,0.27m,0.01m,N/A,0.02m,14th Nov 06  
Silent Hill: Shattered Memories    ,PSP,Konami  ,Climax Group  ,0.31m,0.09m,0.13m,0.01m,0.07m,19th Jan 10  
Charlie and the Chocolate Factory    ,GBA,Global Star Software  ,High Voltage Software / Backbone Entertainment  ,0.30m,0.22m,0.08m,N/A,0.01m,11th Jul 05  
Neopets: The Darkest Faerie    ,PS2,Sony Computer Entertainment  ,Idol Minds Digital Entertainment  ,0.30m,0.15m,0.12m,N/A,0.04m,16th Nov 05  
24: The Game    ,PS2,2K Games  ,SCEE Cambridge  ,0.30m,0.15m,0.12m,N/A,0.04m,28th Feb 06  
Jonas    ,DS,Disney Interactive Studios  ,Altron  ,0.30m,0.27m,0.00m,N/A,0.02m,10th Nov 09  
Harry Potter and the Order of the Phoenix    ,X360,Electronic Arts  ,EA Games  ,0.30m,0.24m,0.03m,N/A,0.02m,25th Jun 07  
Lupin the 3rd: Treasure of the Sorcerer King    ,PS2,Bandai  ,Banpresto  ,0.29m,0.02m,0.02m,0.25m,0.01m,11th Feb 04  
Up    ,X360,THQ  ,THQ  ,0.29m,0.20m,0.07m,N/A,0.03m,26th May 09  
Phoenix Wright: Ace Attorney: Spirit of Justice    ,3DS,Capcom  ,Capcom  ,0.29m,N/A,N/A,0.29m,N/A,30th Sep 16  
Trace Memory    ,DS,Nintendo  ,Cing  ,0.29m,0.15m,0.01m,0.12m,0.01m,26th Sep 05  
Marvel Super Hero Squad    ,PS2,THQ  ,Mass Media Inc.  ,0.29m,0.14m,0.11m,N/A,0.04m,20th Oct 09  
Alien: Isolation    ,X360,Sega  ,Creative Assembly  ,0.29m,0.16m,0.11m,N/A,0.03m,07th Oct 14  
Majin and the Forsaken Kingdom    ,PS3,Namco Bandai  ,Game Republic  ,0.29m,0.09m,0.14m,0.01m,0.05m,23rd Nov 10  
"Sakura Wars 4: Koi Seyo,Otome    ",DC,Sega  ,Overworks  ,0.29m,N/A,N/A,0.29m,N/A,21st Mar 02  
One Piece Unlimited Cruise 2: Awakening of a Hero    ,Wii,Namco Bandai  ,Ganbarion  ,0.29m,N/A,0.10m,0.17m,0.01m,25th Sep 09  
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles    ,DS,Konami  ,Konami  ,0.29m,N/A,N/A,0.29m,N/A,11th Dec 08  
Sherlock Holmes: Crimes & Punishments    ,PS4,Focus Home Interactive  ,Frogwares  ,0.29m,0.10m,0.14m,N/A,0.05m,30th Sep 14  
The Golden Compass    ,PS3,Sega  ,Shiny Entertainment  ,0.29m,0.14m,0.10m,N/A,0.05m,04th Dec 07  
Pirates of the Caribbean: Dead Man's Chest    ,PSP,Buena Vista  ,Griptonite Games  ,0.28m,0.25m,0.01m,N/A,0.02m,27th Jun 06  
Bratz Ponyz    ,DS,Game Factory  ,Neko Entertainment  ,0.28m,0.26m,0.00m,N/A,0.02m,30th Jul 07  
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe    ",GC,Buena Vista  ,Traveller's Tales  ,0.28m,0.22m,0.06m,N/A,0.01m,14th Nov 05  
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies    ,GC,THQ  ,THQ  ,0.28m,0.22m,0.06m,N/A,0.01m,13th Sep 04  
Bionic Commando    ,X360,Capcom  ,GRIN  ,0.28m,0.12m,0.12m,0.01m,0.03m,19th May 09  
CSI: Deadly Intent    ,Wii,Ubisoft  ,Telltale Games  ,0.28m,0.12m,0.13m,N/A,0.03m,27th Oct 09  
Avatar: The Last Airbender    ,Wii,THQ  ,AWE Games  ,0.28m,0.23m,0.02m,N/A,0.02m,13th Nov 06  
Myst III: Exile    ,PS2,Ubisoft  ,Presto Studios  ,0.28m,0.14m,0.11m,N/A,0.04m,22nd Sep 02  
iCarly 2: iJoin The Click!    ,DS,Activision  ,"Human Soft, Inc.  ",0.27m,0.25m,0.00m,N/A,0.02m,16th Nov 10  
Evil Dead: Hail to the King    ,PS,THQ  ,Heavy Iron Studios  ,0.27m,0.15m,0.10m,N/A,0.02m,04th Dec 00  
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves    ,Wii,Namco Bandai  ,Ganbarion  ,0.27m,N/A,0.07m,0.19m,0.01m,19th Jun 09  
Harry Potter and the Order of the Phoenix    ,PS2,Electronic Arts  ,EA Games  ,0.27m,0.13m,0.10m,N/A,0.03m,25th Jun 07  
Megamind: The Blue Defender    ,DS,THQ  ,Tantalus Interactive  ,0.27m,0.19m,0.06m,N/A,0.02m,02nd Nov 10  
Minecraft: Story Mode - Season Two    ,XOne,Telltale Games  ,Telltale Games  ,0.27m,0.17m,0.08m,N/A,0.02m,19th Sep 17  
The Dog Island    ,PS2,Ubisoft  ,Yuke's Media Creations  ,0.27m,0.13m,0.10m,N/A,0.03m,14th Oct 08  
The Adventures of Tintin: The Game    ,PS3,Ubisoft  ,Ubisoft  ,0.26m,0.06m,0.15m,N/A,0.05m,06th Dec 11  
Bolt    ,PS2,Disney Interactive Studios  ,Avalanche Software  ,0.26m,0.09m,0.02m,N/A,0.16m,18th Nov 08  
Ace Attorney Investigations 2    ,DS,Capcom  ,Capcom  ,0.26m,N/A,N/A,0.26m,N/A,03rd Feb 11  
Yakuza: Ishin    ,PS3,Sega  ,Sega  ,0.26m,N/A,N/A,0.26m,N/A,22nd Feb 14  
Konjiki no Gashbell!! Makai no Bookmark    ,GBA,Banpresto  ,Banpresto  ,0.26m,N/A,N/A,0.25m,0.01m,16th Jul 04  
Dora the Explorer: The Search for Pirate Pig's Treasure    ,GBA,NewKidCo  ,Cinegroupe  ,0.26m,0.19m,0.07m,N/A,0.00m,13th Dec 02  
Batman: Vengeance    ,GC,Ubisoft  ,Ubisoft Montreal  ,0.26m,0.20m,0.05m,N/A,0.01m,17th Nov 01  
Yakuza Zero: The Place of Oath    ,PS3,Sega  ,Sega  ,0.26m,N/A,N/A,0.26m,N/A,12th Mar 15  
Bratz Ponyz 2    ,DS,Game Factory  ,Neko Entertainment  ,0.26m,0.24m,0.00m,N/A,0.02m,16th Sep 08  
Drakan: The Ancients' Gates    ,PS2,Sony Computer Entertainment  ,Surreal Software  ,0.26m,0.13m,0.10m,N/A,0.03m,28th Jan 02  
Nancy Drew: The Mystery of the Clue Bender Society    ,DS,Majesco  ,Gorilla Games  ,0.26m,0.24m,0.00m,N/A,0.02m,23rd Jul 08  
Tomb Raider: Underworld (Others sales)    ,PS2,Eidos Interactive  ,Crystal Dynamics  ,0.26m,N/A,0.21m,0.00m,0.04m,03rd Mar 09  
Pirates of the Caribbean: Dead Man's Chest    ,DS,Buena Vista  ,Griptonite Games  ,0.26m,0.23m,0.01m,N/A,0.02m,27th Jun 06  
Bomberman Generation    ,GC,Majesco  ,Game Arts  ,0.25m,0.15m,0.04m,0.06m,0.01m,03rd Jun 02  
L.A. Noire    ,XOne,Rockstar Games  ,Team Bondi  ,0.25m,0.14m,0.09m,N/A,0.02m,14th Nov 17  
L.A. Noire: The Complete Edition    ,PC,Rockstar Games  ,Rockstar Leeds  ,0.25m,0.09m,0.13m,N/A,0.03m,08th Nov 11  
Happy Feet    ,GC,Midway Games  ,Artificial Mind and Movement  ,0.25m,0.20m,0.05m,N/A,0.01m,14th Nov 06  
Prison Break: The Conspiracy    ,PS3,Deep Silver  ,ZootFly  ,0.25m,0.05m,0.16m,N/A,0.05m,30th Mar 10  
Up    ,PS3,THQ  ,THQ  ,0.25m,0.15m,0.06m,N/A,0.03m,26th May 09  
Danganronpa V3: Killing Harmony    ,PS4,NIS America  ,Spike Chunsoft  ,0.25m,0.09m,0.05m,0.07m,0.03m,26th Sep 17  
The Mummy: Tomb of the Dragon Emperor    ,PS2,Sierra Entertainment  ,Eurocom Entertainment Software  ,0.25m,0.12m,0.10m,N/A,0.03m,22nd Jul 08  
The Backyardigans    ,DS,Take-Two Interactive  ,Take 2 Interactive  ,0.25m,0.23m,N/A,N/A,0.02m,26th Oct 09  
Sentimental Graffiti    ,SAT,NEC Interchannel   ,NEC Intechannel  ,0.25m,N/A,N/A,0.25m,0.00m,22nd Jan 98  
Bolt    ,X360,Disney Interactive Studios  ,Avalanche Software  ,0.25m,0.18m,0.05m,N/A,0.02m,18th Nov 08  
Pirates of the Caribbean: The Legend of Jack Sparrow    ,PS2,Bethesda Softworks  ,California Seven Studios  ,0.25m,0.12m,0.09m,N/A,0.03m,28th Jun 06  
Avatar: The Last Airbender - Into the Inferno    ,PS2,THQ  ,Halfbrick Studios  ,0.25m,0.12m,0.09m,N/A,0.03m,13th Oct 08  
Dora the Explorer: Journey to the Purple Planet    ,PS2,Global Star Software  ,Take-Two Interactive  ,0.24m,0.12m,0.09m,N/A,0.03m,09th Feb 06  
That's So Raven: Psychic on the Scene    ,DS,Buena Vista  ,Handheld Games  ,0.24m,0.23m,N/A,N/A,0.02m,02nd Nov 06  
