title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Call of Juarez    ,X360,Ubisoft  ,Techland  ,0.18m,0.14m,0.02m,0.00m,0.01m,07th Jun 07  
Call of Duty: World at War    ,PC,Activision  ,Treyarch  ,0.18m,0.02m,0.14m,N/A,0.02m,10th Nov 08  
Bad Boys: Miami Takedown    ,XB,Crave Entertainment  ,Blitz Games  ,0.18m,0.14m,0.04m,N/A,0.01m,14th Sep 04  
Call of Duty: Modern Warfare Trilogy    ,X360,Activision  ,Infinity Ward  ,0.18m,0.13m,0.04m,N/A,0.02m,17th May 16  
Gokujou Parodius    ,SNES,Konami  ,Konami  ,0.18m,N/A,N/A,0.18m,N/A,25th Nov 94  
Gun    ,GC,Activision  ,Neversoft Entertainment  ,0.18m,0.14m,0.04m,N/A,0.00m,08th Nov 05  
Star Wars Battlefront II    ,PC,LucasArts  ,Pandemic Studios  ,0.18m,0.03m,0.14m,N/A,0.02m,01st Nov 05  
Brink    ,PC,Bethesda Softworks  ,Splash Damage  ,0.18m,0.06m,0.09m,N/A,0.03m,10th May 11  
Otomedius Excellent    ,X360,Konami  ,Konami  ,0.18m,0.13m,N/A,0.04m,0.01m,01st Nov 11  
MindJack    ,PS3,Square Enix  ,FeelPlus  ,0.18m,0.07m,0.08m,N/A,0.03m,18th Jan 11  
Aliens: Colonial Marines    ,PC,Sega  ,Gearbox Software  ,0.18m,0.10m,0.07m,N/A,0.02m,12th Feb 13  
Sniper: Ghost Warrior 3    ,XOne,City Interactive  ,City Interactive  ,0.18m,0.11m,0.05m,N/A,0.02m,25th Apr 17  
Velvet Assassin    ,X360,SouthPeak Interactive  ,Replay Studios  ,0.18m,0.14m,0.02m,0.01m,0.01m,30th Apr 09  
Army Men: Sarge's Heroes 2    ,PS2,3DO  ,3DO  ,0.17m,0.09m,0.07m,N/A,0.02m,20th Mar 01  
Borderlands    ,PC,2K Games  ,Gearbox Software  ,0.17m,0.01m,0.14m,N/A,0.03m,20th Oct 09  
Global Defence Force    ,PS2,Essential Games  ,Sandlot  ,0.17m,N/A,N/A,0.17m,N/A,29th Jun 07  
Metal Arms: Glitch in the System    ,XB,VU Games  ,Swingin' Ape Studios  ,0.17m,0.13m,0.04m,N/A,0.01m,18th Nov 03  
MDK2 Armageddon    ,PS2,Interplay  ,BioWare Corp.  ,0.17m,0.08m,0.07m,N/A,0.02m,26th Mar 01  
Psi-Ops: The Mindgate Conspiracy    ,XB,Midway Games  ,Midway Games  ,0.17m,0.13m,0.04m,N/A,0.01m,14th Jun 04  
SWAT: Global Strike Team    ,XB,Sierra Entertainment  ,Argonaut Games  ,0.17m,0.13m,0.04m,N/A,0.01m,29th Oct 03  
Resident Evil 6    ,PS4,Capcom  ,Capcom  ,0.17m,0.10m,N/A,0.05m,0.02m,29th Mar 16  
Tom Clancy's Ghost Recon: Future Soldier    ,PC,Ubisoft  ,Ubisoft Paris  ,0.17m,0.05m,0.10m,N/A,0.02m,22nd May 12  
Turok 3: Shadow of Oblivion    ,N64,Acclaim Entertainment  ,Acclaim Studios Austin  ,0.17m,0.12m,0.05m,N/A,0.00m,30th Aug 00  
Bomberman B-Daman    ,SNES,Hudson Soft  ,Hudson Soft  ,0.17m,N/A,N/A,0.17m,N/A,20th Dec 96  
Terminator 3: The Redemption    ,PS2,Atari  ,Paradigm Entertainment  ,0.17m,0.08m,0.06m,N/A,0.02m,02nd Sep 04  
James Bond 007: Everything or Nothing    ,GBA,Electronic Arts  ,Griptonite Games  ,0.17m,0.12m,0.04m,N/A,0.00m,17th Nov 03  
Gunvalkyrie    ,XB,Sega  ,Smilebit  ,0.17m,0.13m,0.04m,N/A,0.01m,18th Mar 02  
Dementium: The Ward    ,DS,Gamecock  ,Renegade Kid  ,0.17m,0.15m,0.01m,N/A,0.01m,26th Oct 07  
Wolfenstein 3D    ,GBA,BAM! Entertainment  ,Stalker Entertainment  ,0.17m,0.12m,0.04m,N/A,0.00m,31st Mar 02  
25 To Life    ,XB,Eidos Interactive  ,Avalanche Software / Ritual Entertainment  ,0.17m,0.12m,0.04m,N/A,0.01m,17th Jan 06  
Parodius    ,SAT,Konami  ,Konami  ,0.17m,N/A,N/A,0.16m,0.00m,01st Jan 96  
Alien Resurrection    ,PS,Fox Interactive  ,Argonaut Games  ,0.16m,0.09m,0.06m,N/A,0.01m,10th Oct 00  
Robotech: Battlecry    ,GC,TDK Mediactive  ,Vicious Cycle  ,0.16m,0.13m,0.03m,N/A,0.00m,11th Oct 02  
NPPL Championship Paintball 2009    ,PS3,Activision  ,Sand Grain Studios  ,0.16m,0.15m,0.00m,N/A,0.02m,18th Nov 08  
Fracture    ,PS3,LucasArts  ,Day 1 Studios  ,0.16m,0.11m,0.04m,N/A,0.02m,07th Oct 08  
TimeSplitters: Future Perfect    ,XB,Electronic Arts  ,Free Radical Design  ,0.16m,0.12m,0.03m,N/A,0.01m,21st Mar 05  
Bulletstorm    ,PC,Electronic Arts  ,People Can Fly  ,0.16m,0.07m,0.08m,N/A,0.02m,22nd Feb 11  
TimeShift    ,PS3,Sierra Entertainment  ,Saber Interactive  ,0.16m,0.14m,0.00m,N/A,0.02m,19th Nov 07  
Silent Scope 3    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,0.16m,0.08m,0.06m,N/A,0.02m,15th Oct 02  
Asteroids Hyper 64    ,N64,Crave Entertainment  ,Syrox Developments  ,0.16m,0.13m,0.03m,N/A,0.00m,14th Dec 99  
Space Invaders    ,N64,Activision  ,"Z-Axis, Ltd.  ",0.16m,0.13m,0.03m,N/A,0.00m,30th Nov 99  
Transformer: Rise of the Dark Spark    ,X360,Activision  ,Edge of Reality  ,0.16m,0.09m,0.06m,N/A,0.01m,24th Jun 14  
Trigger Man    ,PS2,Crave Entertainment  ,Point of View  ,0.16m,0.08m,0.06m,N/A,0.02m,05th Oct 04  
StarBlade α    ,PS,Sony Computer Entertainment  ,Namco  ,0.16m,N/A,N/A,0.15m,0.01m,01st Feb 96  
Halo Triple Pack    ,XB,Microsoft Game Studios  ,Bungie Studios  ,0.16m,0.12m,0.03m,N/A,0.01m,06th Oct 05  
Destiny 2    ,PC,Activision  ,Bungie  ,0.16m,0.09m,0.05m,N/A,0.01m,23rd Oct 17  
Sniper: Ghost Warrior    ,PC,City Interactive  ,City Interactive  ,0.15m,N/A,0.13m,N/A,0.03m,29th Jun 10  
"Warhammer 40,000: Fire Warrior    ",PS2,THQ  ,Kuju Entertainment  ,0.15m,0.08m,0.06m,N/A,0.02m,17th Nov 03  
Wolfenstein: The Old Blood    ,XOne,Bethesda Softworks  ,MachineGames  ,0.15m,0.07m,0.07m,N/A,0.01m,05th May 15  
Earth Defense Force 2025    ,X360,D3Publisher  ,Sandlot  ,0.15m,0.07m,0.03m,0.05m,0.01m,18th Feb 14  
Infected    ,PSP,Majesco  ,Planet Moon Studios  ,0.15m,0.14m,0.00m,N/A,0.01m,15th Nov 05  
Gunslingers    ,Wii,Valcon Games  ,Neko Entertainment  ,0.15m,0.07m,0.06m,N/A,0.02m,28th Jun 11  
F.E.A.R. 3    ,PC,Warner Bros. Interactive  ,Day 1 Studios  ,0.15m,0.04m,0.09m,N/A,0.02m,21st Jun 11  
Soldier of Fortune: Payback    ,PS3,Activision  ,Cauldron Ltd.  ,0.15m,0.12m,0.02m,N/A,0.02m,14th Nov 07  
Project Sylpheed: Arc of Deception    ,X360,Microsoft  ,Game Arts / Seta Corporation  ,0.15m,0.12m,0.01m,0.02m,0.01m,10th Jul 07  
Army Men: Sarge's War    ,GC,Global Star Software  ,Tactical Development  ,0.15m,0.12m,0.03m,N/A,0.00m,21st Aug 04  
Transformer: Rise of the Dark Spark    ,XOne,Activision  ,Edge of Reality  ,0.15m,0.10m,0.03m,N/A,0.01m,24th Jun 14  
Serious Sam    ,XB,Gotham Games  ,Croteam  ,0.15m,0.11m,0.03m,N/A,0.01m,10th Nov 02  
Space Invaders Extreme    ,DS,Square Enix  ,Taito Corporation  ,0.15m,0.12m,0.01m,0.01m,0.01m,17th Jun 08  
Shadow Ops: Red Mercury    ,XB,Atari  ,Zombie Studios  ,0.15m,0.11m,0.03m,N/A,0.01m,15th Jun 04  
History Civil War: Secret Missions    ,PS2,Activision  ,Cauldron Ltd.  ,0.15m,0.07m,0.06m,N/A,0.02m,04th Nov 08  
BloodRayne 2    ,XB,Majesco  ,Terminal Reality  ,0.15m,0.11m,0.03m,N/A,0.01m,12th Oct 04  
Star Trek: Voyager Elite Force    ,PS2,Majesco  ,Pipe Dream Interactive  ,0.15m,0.07m,0.06m,N/A,0.02m,06th Dec 01  
Mobile Suit Gundam Side Story III: Sabakareshi Mono    ,SAT,Bandai  ,Bec  ,0.15m,N/A,N/A,0.15m,N/A,07th Mar 97  
Fugitive Hunter: War on Terror    ,PS2,Encore  ,Black Ops Entertainment  ,0.15m,0.07m,0.06m,N/A,0.02m,18th Nov 03  
Medal of Honor: Infiltrator    ,GBA,Electronic Arts  ,Netherock Ltd.  ,0.15m,0.11m,0.04m,N/A,0.00m,17th Nov 03  
Jurassic: The Hunted    ,Wii,Activision  ,Activision  ,0.15m,0.14m,N/A,N/A,0.01m,03rd Nov 09  
Syndicate    ,PS3,Electronic Arts  ,Electronic Arts  ,0.15m,0.07m,0.06m,N/A,0.02m,21st Feb 12  
Tom Clancy's Ghost Recon    ,GC,Ubisoft  ,Red Storm Entertainment  ,0.15m,0.11m,0.03m,N/A,0.00m,09th Feb 03  
Jurassic: The Hunted    ,PS2,Activision  ,Activision  ,0.14m,0.07m,0.06m,N/A,0.02m,03rd Nov 09  
Geometry Wars: Galaxies    ,DS,Sierra Entertainment  ,Kuju Entertainment  ,0.14m,0.13m,0.00m,N/A,0.01m,27th Nov 07  
Doom    ,GBA,Activision  ,David A. Palmer Productions  ,0.14m,0.10m,0.04m,N/A,0.00m,28th Oct 01  
Xevious 3D/G+    ,PS,Namco  ,Namco  ,0.14m,0.01m,0.01m,0.11m,0.01m,30th Jun 97  
Battlefield: Hardline    ,PC,Electronic Arts  ,EA DICE  ,0.14m,N/A,0.13m,N/A,0.01m,17th Mar 15  
Metal Slug Anthology    ,Wii,SNK Playmore  ,Terminal Reality  ,0.14m,0.12m,0.01m,0.00m,0.01m,14th Dec 06  
Chicken Shoot    ,DS,"Destination Software, Inc  ",FrontLine Studios  ,0.14m,0.13m,N/A,N/A,0.01m,10th Jul 07  
Dead to Rights    ,GC,Namco  ,Namco  ,0.14m,0.11m,0.03m,N/A,0.00m,25th Nov 02  
Gungrave: Overdose    ,PS2,Mastiff  ,"Ikusabune Co., Ltd.  ",0.14m,0.07m,0.05m,N/A,0.02m,15th Sep 04  
The Operative: No One Lives Forever    ,PS2,Sierra Entertainment  ,Monolith Productions  ,0.14m,0.07m,0.05m,N/A,0.02m,16th Apr 02  
Epidemic    ,PS,Sony Computer Entertainment  ,Genki  ,0.14m,0.02m,0.01m,0.10m,0.01m,31st Oct 96  
The Darkness II    ,PC,2K Games  ,Digital Extremes  ,0.14m,0.10m,0.03m,N/A,0.01m,07th Feb 12  
The Orange Box    ,PC,Electronic Arts  ,Valve Software  ,0.14m,N/A,0.11m,N/A,0.02m,10th Oct 07  
History Channel: Civil War - A Nation Divided    ,X360,Activision  ,Cauldron Ltd.  ,0.14m,0.13m,N/A,N/A,0.01m,14th Nov 06  
Overstrike    ,X360,Electronic Arts  ,Insomniac Games  ,0.14m,0.09m,0.03m,N/A,0.01m,28th May 13  
In the Hunt    ,PS,THQ  ,Xing Entertainment  ,0.14m,0.03m,0.02m,0.07m,0.01m,01st Mar 96  
Vampire Night    ,PS2,Namco  ,Wow Entertainment  ,0.14m,0.07m,0.05m,N/A,0.02m,14th Nov 01  
Metal Slug 7    ,DS,Ignition Entertainment  ,SNK Playmore Corporation  ,0.14m,0.12m,0.00m,0.01m,0.01m,18th Nov 08  
Rogue Warrior    ,PS3,Bethesda Softworks  ,Rebellion Developments  ,0.13m,0.11m,0.02m,N/A,0.01m,01st Dec 09  
James Bond 007: Nightfire    ,GBA,Electronic Arts  ,JV Games  ,0.13m,0.10m,0.04m,N/A,0.00m,17th Mar 03  
Red Orchestra 2: Heroes of Stalingrad    ,PC,Tripwire Interactive  ,Tripwire Interactive  ,0.13m,0.04m,0.07m,N/A,0.02m,13th Sep 11  
ArmA II    ,PC,Got Game Entertainment  ,Bohemia Interactive  ,0.13m,N/A,0.12m,N/A,0.02m,07th Jul 09  
Legendary    ,PS3,Gamecock  ,Spark Unlimited  ,0.13m,0.08m,0.03m,N/A,0.02m,31st Oct 08  
History Civil War: Secret Missions    ,X360,Activision  ,Cauldron Ltd.  ,0.13m,0.12m,N/A,N/A,0.01m,04th Nov 08  
Army Men: Green Rogue    ,PS2,3DO  ,3DO  ,0.13m,0.06m,0.05m,N/A,0.02m,25th Mar 01  
Destiny 2: Forsaken    ,XOne,Activision  ,Bungie  ,0.13m,0.08m,0.04m,N/A,0.01m,04th Sep 18  
Call of Duty: Black Ops IIII    ,PC,Activision  ,Treyarch  ,0.13m,0.05m,0.07m,N/A,0.01m,12th Oct 18  
Contra III: The Alien Wars    ,SNES,Konami  ,Konami  ,0.13m,N/A,N/A,0.13m,0.00m,01st Apr 92  
Dead to Rights: Reckoning    ,PSP,Namco  ,Rebellion Developments  ,0.13m,0.12m,N/A,N/A,0.01m,28th Jun 05  
Bulletstorm: Full Clip Edition    ,PS4,Gearbox Software  ,People Can Fly  ,0.13m,0.05m,0.06m,N/A,0.02m,07th Apr 17  
Disruptor    ,PS,Universal Interactive  ,Insomniac Games  ,0.13m,0.07m,0.05m,N/A,0.01m,20th Nov 96  
Every Extend Extra    ,PSP,Buena Vista  ,Q Entertainment  ,0.13m,0.11m,0.00m,N/A,0.02m,07th Nov 06  
Sin and Punishment    ,N64,Nintendo  ,"Treasure Co., Ltd.  ",0.13m,N/A,N/A,0.13m,0.00m,21st Nov 00  
The House of the Dead    ,SAT,Sega  ,Tantalus Interactive  ,0.13m,N/A,N/A,0.13m,0.00m,31st Mar 98  
Eat Lead: The Return of Matt Hazard    ,PS3,D3 Publisher  ,Vicious Cycle  ,0.13m,0.09m,0.02m,0.00m,0.01m,26th Feb 09  
Iridion II    ,GBA,Majesco  ,Shin'en GmbH  ,0.13m,0.09m,0.03m,N/A,0.00m,29th May 03  
Borderlands: Double Game Add-On Pack    ,X360,2K Games  ,Gearbox Software  ,0.13m,0.10m,0.02m,N/A,0.01m,06th Apr 10  
Army Men: Soldiers of Misfortune    ,Wii,Zoo Games  ,"Big Blue Bubble, Inc.  ",0.13m,0.12m,N/A,N/A,0.01m,10th Oct 08  
Alter Echo    ,PS2,THQ  ,Outrage Games  ,0.13m,0.06m,0.05m,N/A,0.02m,19th Aug 03  
007 Legends    ,WiiU,Activision  ,Eurocom  ,0.13m,0.06m,0.06m,N/A,0.01m,11th Dec 12  
Top Shot Arcade    ,Wii,Activision  ,Activision  ,0.13m,0.12m,N/A,N/A,0.01m,07th Mar 11  
Gunstar Heroes    ,GEN,Sega  ,"Treasure Co., Ltd.  ",0.13m,N/A,N/A,0.13m,0.00m,09th Sep 93  
Star Wars: Clone Wars    ,XB,LucasArts  ,Pandemic Studios  ,0.13m,0.10m,0.03m,N/A,0.00m,22nd Apr 03  
NeverDead    ,PS3,Konami  ,Rebellion Developments  ,0.13m,0.06m,0.04m,0.01m,0.02m,31st Jan 12  
Hour of Victory    ,X360,Midway Games  ,Nfusion  ,0.13m,0.10m,0.01m,N/A,0.01m,25th Jun 07  
Jurassic: The Hunted    ,X360,Activision  ,Activision  ,0.13m,0.12m,N/A,N/A,0.01m,03rd Nov 09  
Brothers in Arms: Double Time    ,Wii,Ubisoft  ,Gearbox Software  ,0.13m,0.11m,0.00m,N/A,0.01m,23rd Sep 08  
Freedom Fighters    ,GC,Electronic Arts  ,IO Interactive  ,0.13m,0.10m,0.03m,N/A,0.00m,01st Oct 03  
Detana TwinBee Yahho! Deluxe Pack    ,SAT,Konami  ,Konami  ,0.13m,N/A,N/A,0.13m,N/A,29th Sep 95  
Armed and Dangerous    ,XB,LucasArts  ,Planet Moon Studios  ,0.13m,0.09m,0.03m,N/A,0.00m,02nd Dec 03  
Eat Lead: The Return of Matt Hazard    ,X360,D3 Publisher  ,Vicious Cycle  ,0.12m,0.10m,0.01m,0.00m,0.01m,26th Feb 09  
Strikers 1945    ,PS,Agetec  ,Psikyo  ,0.12m,0.07m,0.05m,N/A,0.01m,27th Mar 01  
Classic NES Series: Xevious    ,GBA,Nintendo  ,Nintendo  ,0.12m,N/A,N/A,0.12m,N/A,02nd Jun 04  
Overstrike    ,PS3,Electronic Arts  ,Insomniac Games  ,0.12m,0.06m,0.04m,N/A,0.02m,28th May 13  
Tom Clancy's Ghost Recon    ,Wii,Ubisoft  ,Ubisoft Paris  ,0.12m,0.10m,0.01m,N/A,0.01m,16th Nov 10  
Blackwater    ,X360,505 Games  ,505 Games  ,0.12m,0.09m,0.02m,N/A,0.01m,25th Oct 11  
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable    ,PSP,Namco Bandai  ,Capcom  ,0.12m,N/A,N/A,0.12m,N/A,05th Apr 07  
Red Faction II    ,XB,THQ  ,Outrage Games  ,0.12m,0.09m,0.03m,N/A,0.00m,31st Mar 03  
Conduit 2    ,Wii,Sega  ,High Voltage Software  ,0.12m,0.07m,0.04m,N/A,0.01m,19th Apr 11  
Geometry Wars: Galaxies    ,Wii,Sierra Entertainment  ,Kuju Entertainment  ,0.12m,0.11m,0.00m,N/A,0.01m,20th Nov 07  
NPPL Championship Paintball 2009    ,X360,Activision  ,FUN Labs  ,0.12m,0.10m,0.01m,N/A,0.01m,18th Nov 08  
Greg Hastings Paintball 2    ,Wii,Majesco  ,Super X Studios  ,0.12m,0.11m,N/A,N/A,0.01m,28th Sep 10  
Wolfenstein The Two Pack    ,XOne,Bethesda Softworks  ,MachineGames  ,0.12m,0.11m,N/A,N/A,0.01m,22nd Aug 17  
Lost Planet 3    ,X360,Capcom  ,Spark Unlimited  ,0.12m,0.07m,0.04m,0.01m,0.01m,27th Aug 13  
Doom 3    ,PC,Activision  ,id Software  ,0.12m,0.06m,0.04m,N/A,0.01m,03rd Aug 04  
Famicom Mini: TwinBee    ,GBA,Konami  ,Konami  ,0.12m,N/A,N/A,0.12m,0.00m,21st May 04  
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces    ,PSP,Namco Bandai  ,WitchCraft  ,0.12m,N/A,N/A,0.12m,N/A,21st Jan 10  
Airborne Troops: Countdown to D-Day    ,PS2,Mud Duck Productions  ,WideScreen Games  ,0.12m,0.06m,0.05m,N/A,0.02m,07th Jan 05  
Raiden IV    ,X360,UFO Interactive  ,Moss  ,0.12m,0.10m,N/A,0.01m,0.01m,08th Sep 09  
Payday 2    ,NS,505 Games  ,Overkill Software  ,0.12m,0.08m,0.02m,N/A,0.01m,27th Feb 18  
NPPL Championship Paintball 2009    ,Wii,Activision  ,Magic Wand Productions  ,0.12m,0.11m,0.00m,N/A,0.01m,18th Nov 08  
The Walking Dead: Survival Instinct    ,WiiU,Activision  ,Terminal Reality  ,0.12m,0.08m,0.03m,N/A,0.01m,19th Mar 13  
Zombie Army Trilogy    ,XOne,Rebellion Developments  ,Rebellion Developments  ,0.12m,0.05m,0.05m,N/A,0.01m,06th Mar 15  
Call of Juarez: The Cartel    ,PC,Ubisoft  ,Techland  ,0.12m,0.05m,0.05m,N/A,0.01m,13th Sep 11  
UN Squadron    ,SNES,Capcom  ,Capcom  ,0.12m,N/A,N/A,0.12m,N/A,01st Sep 91  
Armored Core: Verdict Day    ,PS3,Bandai Namco Games  ,From Software  ,0.12m,N/A,N/A,0.12m,N/A,24th Sep 13  
Die Hard: Vendetta    ,GC,Sierra Entertainment  ,Bits Studios  ,0.12m,0.09m,0.02m,N/A,0.00m,19th Nov 02  
Transformer: Rise of the Dark Spark    ,PS3,Activision  ,Edge of Reality  ,0.11m,0.04m,0.04m,0.01m,0.02m,24th Jun 14  
Dead Man's Hand    ,XB,Atari  ,Human Head Studios  ,0.11m,0.09m,0.02m,N/A,0.00m,03rd Mar 04  
Monster Madness: Battle for Suburbia    ,X360,SouthPeak Interactive  ,Artificial Studios  ,0.11m,0.10m,0.00m,N/A,0.01m,12th Jun 07  
Army Men: Sarge's War    ,XB,Global Star Software  ,Tactical Development  ,0.11m,0.09m,0.02m,N/A,0.00m,02nd Aug 04  
Tom Clancy's Rainbow Six: Rogue Spear     ,GBA,Ubisoft  ,Ubisoft Milan  ,0.11m,0.08m,0.03m,N/A,0.00m,18th Mar 02  
Dementium II    ,DS,SouthPeak Interactive  ,Renegade Kid  ,0.11m,0.09m,0.02m,N/A,0.01m,04th May 10  
Cold Winter    ,PS2,VU Games  ,Swordfish Studios  ,0.11m,0.06m,0.04m,N/A,0.01m,11th May 05  
Mass Destruction    ,PS,ASC Games  ,NMS Software  ,0.11m,0.06m,0.04m,N/A,0.01m,30th Sep 97  
Murakumo: Renegade Mech Pursuit    ,XB,Ubisoft  ,From Software  ,0.11m,0.04m,0.01m,0.06m,0.00m,05th Mar 03  
Deus Ex: Human Revolution    ,WiiU,Square Enix  ,Eidos Interactive  ,0.11m,0.05m,0.05m,N/A,0.01m,22nd Oct 13  
Gun Metal    ,XB,Majesco  ,Rage Software  ,0.11m,0.08m,0.02m,N/A,0.00m,30th Jul 02  
BloodRayne    ,GC,Majesco  ,Terminal Reality  ,0.11m,0.09m,0.02m,N/A,0.00m,15th Oct 02  
Wolfenstein: The Old Blood    ,PC,Bethesda Softworks  ,MachineGames  ,0.11m,N/A,0.11m,N/A,0.01m,05th May 15  
Metal Slug 4 & 5    ,PS2,SNK Playmore  ,BrezzaSoft  ,0.11m,0.05m,0.04m,N/A,0.01m,25th May 05  
GoldenEye: Rogue Agent    ,DS,Electronic Arts  ,EA Tiburon  ,0.11m,0.10m,0.00m,N/A,0.01m,13th Jun 05  
Bodycount    ,PS3,Codemasters  ,Guildford Studio  ,0.11m,0.05m,0.05m,N/A,0.02m,30th Aug 11  
Contra Advance: The Alien Wars EX    ,GBA,Konami  ,Konami  ,0.11m,0.08m,0.03m,N/A,0.00m,03rd Nov 02  
History Channel: Battle for the Pacific    ,Wii,Activision  ,Sand Grain Studios  ,0.11m,0.10m,N/A,N/A,0.01m,04th Dec 07  
Maximum Force    ,PS,Midway Games  ,Tantalus Interactive  ,0.11m,0.06m,0.04m,N/A,0.01m,30th Sep 97  
Mobile Light Force 2    ,PS2,XS Games  ,Alfa System  ,0.11m,0.05m,0.04m,N/A,0.01m,19th Mar 03  
Bionicle Heroes    ,GC,Eidos Interactive  ,Traveller's Tales  ,0.11m,0.08m,0.02m,N/A,0.00m,14th Nov 06  
Wolfenstein II: The New Colossus    ,NS,Bethesda Softworks  ,MachineGames  ,0.11m,0.05m,0.05m,N/A,0.01m,29th Jun 18  
Ninja Assault    ,PS2,Namco  ,Namco  ,0.11m,0.05m,0.04m,N/A,0.01m,18th Nov 02  
Army Men: Soldiers of Misfortune    ,DS,Zoo Games  ,"Big Blue Bubble, Inc.  ",0.11m,0.10m,0.00m,N/A,0.01m,04th Nov 08  
Bodycount    ,X360,Codemasters  ,Guildford Studio  ,0.11m,0.07m,0.03m,N/A,0.01m,30th Aug 11  
Arma III    ,PC,Bohemia Interactive  ,Bohemia Interactive  ,0.11m,N/A,0.10m,N/A,0.01m,12th Sep 13  
Earth Defense Force 4.1: The Shadow of New Despair    ,PS4,Xseed Games  ,Sandlot  ,0.11m,N/A,N/A,0.11m,N/A,08th Dec 15  
Defender    ,GC,Midway Games  ,Inevitable Entertainment  ,0.11m,0.08m,0.02m,N/A,0.00m,03rd Nov 02  
Robotech: Invasion    ,PS2,Global Star Software  ,Vicious Cycle  ,0.11m,0.05m,0.04m,N/A,0.01m,05th Oct 04  
Sniper Elite    ,Wii,Reef Entertainment  ,Reef Entertainment  ,0.11m,0.07m,0.02m,N/A,0.01m,14th Dec 10  
Call of Duty: Modern Warfare Trilogy    ,PS3,Activision  ,Infinity Ward  ,0.11m,0.07m,0.02m,N/A,0.02m,17th May 16  
Hexen: Beyond Heretic    ,PS,GT Interactive  ,Raven Software  ,0.11m,0.06m,0.04m,N/A,0.01m,30th Jun 97  
Jupiter Strike    ,PS,Acclaim Entertainment  ,Taito Corporation  ,0.11m,0.06m,0.04m,N/A,0.01m,01st Jan 95  
Shadow Warrior (2013)    ,PS4,Devolver Digital  ,Flying Wild Hog  ,0.11m,N/A,0.09m,N/A,0.02m,21st Oct 14  
Reign of Fire    ,GC,BAM! Entertainment  ,Kuju Entertainment  ,0.11m,0.08m,0.02m,N/A,0.00m,26th Nov 02  
Rogue Warrior    ,X360,Bethesda Softworks  ,Rebellion Developments  ,0.11m,0.09m,0.01m,N/A,0.01m,01st Dec 09  
Mace Griffin: Bounty Hunter    ,XB,VU Games  ,Warthog  ,0.11m,0.08m,0.02m,N/A,0.00m,20th Jun 03  
Space Invaders    ,GBA,Activision  ,Torus Games  ,0.11m,0.08m,0.03m,N/A,0.00m,19th Mar 02  
Dead to Rights II    ,XB,Namco  ,WideScreen Games  ,0.11m,0.08m,0.02m,N/A,0.00m,12th Apr 05  
Project: Horned Owl    ,PS,Sony Computer Entertainment  ,Alfa System  ,0.11m,0.03m,0.02m,0.05m,0.01m,31st Aug 96  
Disney's Chicken Little: Ace In Action    ,Wii,Buena Vista  ,Avalanche Software  ,0.10m,0.09m,0.00m,N/A,0.01m,11th Dec 06  
Metal Slug 3    ,XB,SNK  ,SNK Corporation  ,0.10m,0.08m,0.02m,N/A,0.00m,26th May 04  
Metal Arms: Glitch in the System    ,GC,VU Games  ,Swingin' Ape Studios  ,0.10m,0.08m,0.02m,N/A,0.00m,18th Nov 03  
Revolution X    ,PS,Acclaim Entertainment  ,Rage Software  ,0.10m,0.06m,0.04m,N/A,0.01m,01st Jan 96  
Tom Clancy's Ghost Recon: Predator    ,PSP,Ubisoft  ,Ubisoft  ,0.10m,0.07m,0.02m,N/A,0.02m,16th Nov 10  
Heavy Fire: Afghanistan    ,Wii,Mastiff  ,Teyon Entertainment  ,0.10m,0.09m,N/A,N/A,0.01m,18th Nov 11  
RLH: Run Like Hell    ,PS2,Interplay  ,Digital Mayhem  ,0.10m,0.05m,0.04m,N/A,0.01m,27th Sep 02  
Conflict: Global Terror    ,XB,2K Games  ,Pivotal Games  ,0.10m,0.08m,0.02m,N/A,0.00m,04th Oct 05  
Darius Gaiden    ,SAT,Acclaim Entertainment  ,Aisystem Tokyo  ,0.10m,N/A,N/A,0.10m,N/A,01st Jan 96  
Choujikuu Yousai Macross: Ai Oboete Imasu ka    ,SAT,Bandai  ,Emotion  ,0.10m,N/A,N/A,0.10m,N/A,06th Jun 97  
The History Channel: Civil War - Secret Missions    ,PS3,Activision  ,Cauldron Ltd.  ,0.10m,0.09m,N/A,N/A,0.01m,04th Nov 08  
Attack of the Movies 3D    ,Wii,Majesco  ,Panic Button Games Inc.  ,0.10m,0.09m,N/A,N/A,0.01m,18th May 10  
Alien Hominid    ,PS2,O~3 Entertainment  ,The Behemoth  ,0.10m,0.05m,0.04m,N/A,0.01m,21st Nov 04  
Bullet Witch    ,X360,Atari  ,Cavia Inc.  ,0.10m,0.07m,0.01m,0.02m,0.01m,27th Feb 07  
Tom Clancy's Splinter Cell    ,GBA,Ubisoft  ,Ubisoft  ,0.10m,0.07m,0.03m,N/A,0.00m,27th Apr 03  
Wolfenstein The Two Pack    ,PS4,Bethesda Softworks  ,MachineGames  ,0.10m,0.08m,N/A,N/A,0.02m,22nd Aug 17  
Silent Scope Complete    ,XB,Konami  ,Konami  ,0.10m,0.07m,0.02m,N/A,0.00m,10th Feb 04  
